transaction_id,customer_id,transaction_date,amount,currency,country,transaction_type,merchant,counterparty_name,description,channel,transactions_count,avg_amount_customer,high_amount_flag
32,80,2026-01-31 03:41:26.224208,2998.12,USD,Kazakhstan,withdrawal,Thompson-Moore,Kathy Levine,Must cut business.,branch,30,3346.078666666667,0
33,490,2025-12-25 07:43:26.224208,400.42,USD,Germany,transfer,Cox-Hamilton,Shelby Jordan,Lawyer establish ability cold.,mobile,22,2541.960454545455,0
34,517,2025-12-23 10:47:26.224208,3476.08,USD,Czech Republic,withdrawal,Lewis-Mitchell,Victor Peterson,Participant turn son bag season owner.,branch,23,1961.571739130435,0
35,272,2025-11-06 05:46:26.224208,1708.44,USD,USA,withdrawal,Ross LLC,Angel Vance,Option price home year child.,online,39,2067.7392307692307,0
36,634,2026-01-22 19:01:26.224208,4286.03,USD,USA,withdrawal,"Jones, Santana and Schneider",Amanda Diaz,Carry major system discussion wife road.,mobile,33,6844.2148484848485,0
37,541,2026-02-07 08:50:26.224208,2977.18,USD,Ukraine,withdrawal,"Lewis, Jenkins and Trevino",Karen Mckenzie,Executive wish majority wrong first.,online,32,1267.973125,0
38,273,2025-10-04 06:18:26.224208,10902.7,USD,UAE,transfer,Hernandez-Velez,Kim Long DDS,Toward sign participant.,branch,37,2305.322702702703,1
39,232,2025-11-10 01:30:26.224208,8063.8,USD,Lithuania,transfer,"Garrison, Phillips and Davis",Ariel Hale,Relate keep citizen brother fire.,mobile,33,2336.4603030303033,0
40,120,2026-02-17 13:39:26.224208,20606.3,USD,Poland,transfer,"Green, Pratt and Williams",Joseph Rogers,Artist four still write.,mobile,28,2400.3885714285716,1
41,516,2026-01-04 09:22:26.224208,1215.83,USD,Kazakhstan,payment,"Hayes, Lloyd and Porter",Terry Howe,Sing already push big almost air.,online,24,3150.861666666666,0
42,92,2025-11-07 15:42:26.224208,69.46,USD,Czech Republic,transfer,Pace-Buck,Yvonne Hawkins,Nor east ready base. gift,branch,33,1973.3630303030304,0
43,120,2026-02-05 02:33:26.224208,9167.32,USD,Kazakhstan,withdrawal,"Ramirez, Saunders and Mills",Michael Hayes,Movement activity hundred enough nice.,mobile,28,2400.3885714285716,0
44,918,2025-11-22 02:15:26.224208,2024.93,USD,Turkey,withdrawal,Hood-Bradley,Anthony Bailey,Few cup capital onto season theory.,branch,32,3680.58375,0
45,934,2026-02-07 14:03:26.224208,617.85,USD,Lithuania,payment,"Bowen, Taylor and Hudson",Sarah Rose,Road police condition.,online,22,10323.262727272728,0
46,637,2025-11-28 04:29:26.224208,888.35,USD,UAE,transfer,Collins-Rivas,Andrew Terry,Entire themselves give understand.,branch,28,3302.262142857143,0
47,803,2026-01-07 19:10:26.224208,4267.33,USD,UK,withdrawal,French Ltd,Sophia Salinas,Wait big know impact possible.,online,39,2709.9297435897433,0
48,188,2026-02-19 09:35:26.224208,6332.89,USD,Ukraine,transfer,Armstrong-Thompson,Jeffery Sanders,Program senior remember.,branch,31,6962.75,0
49,52,2025-10-22 03:54:26.224208,340.55,USD,UAE,transfer,Madden Ltd,Douglas Fitzgerald,Some safe future control.,online,25,1813.1807999999999,0
50,627,2025-11-28 01:27:26.224208,4540.92,USD,USA,withdrawal,"Owens, Knapp and Williams",Thomas Fox,Investment school yard.,online,36,2876.146388888889,0
51,862,2025-10-12 04:36:26.224208,40.27,USD,Turkey,payment,Harper LLC,Joseph Vasquez,Beautiful leg month. crypto,branch,34,4591.314705882353,0
52,377,2026-01-22 21:29:26.224208,1435.81,USD,Russia,payment,King-Lloyd,Jason Ward,Around beautiful face.,branch,23,1714.8313043478263,0
53,235,2026-03-11 03:24:26.224208,5329.08,USD,Lithuania,payment,"Deleon, Baker and Martin",Christian Mcintosh,Between strategy let.,mobile,31,2375.8516129032255,0
54,417,2026-01-01 11:35:26.224208,3802.3,USD,Ukraine,withdrawal,Harris-Kent,Andrea Murphy,Democratic its determine wrong energy.,mobile,22,7901.282272727272,0
55,510,2026-01-16 00:21:26.224208,211.25,USD,Germany,withdrawal,Rodriguez LLC,Amy Obrien,Generation military whom catch else while.,online,31,3322.179677419355,0
56,172,2026-03-02 14:25:26.224208,374.25,USD,Turkey,transfer,Taylor Ltd,Lisa Kelly,Executive realize believe kind.,mobile,26,2979.4526923076924,0
57,34,2025-12-09 12:57:26.224208,3338.8,USD,Lithuania,withdrawal,"Allen, Kim and James",Bonnie Collins,Still enjoy PM.,online,42,2654.414047619048,0
58,616,2026-01-07 10:18:26.224208,126.84,USD,Germany,payment,Ritter-Frost,Jesse Zimmerman,Economic civil position write end policy.,online,37,1651.5237837837838,0
59,667,2025-10-30 13:46:26.224208,3089.18,USD,USA,withdrawal,"Pratt, Garcia and Shields",Matthew Kline,Hold case you environmental event sell.,mobile,37,4277.519189189189,0
60,992,2025-11-05 19:50:26.224208,560.06,USD,Poland,withdrawal,"Mercado, Moore and Edwards",Angela Cooper,Sister rule nation card particularly plan nature.,online,29,2630.815172413793,0
61,924,2025-12-30 15:46:26.224208,4089.09,USD,Turkey,payment,Gibson Group,Zachary Miller,Try firm still.,online,32,2429.955,0
62,860,2025-11-19 23:29:26.224208,1028.68,USD,Russia,transfer,Miller-Weiss,Tiffany Salas,Way either project.,online,31,2174.1164516129033,0
63,831,2025-10-31 15:06:26.224208,2426.1,USD,Belarus,transfer,"Larson, Coleman and Edwards",Jerry Martin,In north hand nor.,branch,25,5731.13,0
64,847,2025-10-18 21:49:26.224208,5294.14,USD,USA,withdrawal,Combs Ltd,Robert Brown DDS,Defense short back forward car.,mobile,30,7658.808000000001,0
65,437,2025-10-20 21:12:26.224208,168.9,USD,USA,transfer,Harrington LLC,Mary Hayes,Where group reveal.,mobile,22,2051.3545454545456,0
66,911,2025-10-23 02:07:26.224208,1689.68,USD,Russia,transfer,Burton Inc,Daryl Andrews,Practice may approach maintain control.,online,52,2519.5267307692307,0
67,44,2025-10-28 18:14:26.224208,2502.19,USD,Russia,transfer,Ochoa and Sons,David Macdonald,Voice stage suddenly million end media.,online,19,3319.998421052632,0
68,807,2025-10-10 23:04:26.224208,328.2,USD,Turkey,payment,"Larson, Sanders and Khan",Jeremy Brown,Above idea sometimes player success similar.,mobile,38,2450.2776315789474,0
69,232,2026-01-13 12:13:26.224208,1571.73,USD,Czech Republic,withdrawal,"Powell, Kim and Wood",Ricky Smith,Owner if put total friend growth wonder. Ð¿ÐµÑÐµÐ²Ð¾Ð´,mobile,33,2336.4603030303033,0
70,715,2025-12-05 18:41:26.224208,2302.28,USD,Ukraine,payment,"Wilson, Rivera and Smith",Morgan Mitchell,Small off off author around should.,online,35,4336.234857142857,0
71,396,2025-10-22 19:57:26.224208,456.01,USD,Ukraine,withdrawal,Faulkner-Mclaughlin,Joseph Obrien,Pattern action adult few.,online,27,1631.2592592592594,0
72,382,2025-09-30 07:25:26.224208,572.69,USD,UAE,payment,Brown-Chapman,Whitney Shah,Responsibility check probably task.,branch,38,3329.0789473684213,0
73,44,2026-03-20 17:24:26.224208,503.84,USD,USA,withdrawal,West-Hayes,Stephanie Espinoza,Catch against wish probably artist against. loan return,online,19,3319.998421052632,0
74,532,2025-12-26 11:08:26.224208,251.25,USD,Belarus,withdrawal,"Montgomery, Roth and Ramsey",Tanya Marks,Good special within.,mobile,23,1574.752608695652,0
75,436,2025-09-24 07:39:26.224208,3036.68,USD,Turkey,transfer,Cox Ltd,Lisa Cline,Image alone certain teach about.,branch,30,2909.0696666666668,0
76,756,2025-10-18 23:58:26.224208,2068.27,USD,Poland,withdrawal,Benson-Herrera,John Hernandez,Truth research would.,branch,32,3700.4775,0
77,824,2025-12-18 14:55:26.224208,1323.27,USD,Ukraine,payment,Harrison and Sons,Pamela Patterson,Expect music teach tree social evidence.,mobile,32,3140.5009375,0
78,421,2025-10-29 05:41:26.224208,4098.64,USD,Turkey,payment,Underwood LLC,Brandy Bentley,Central difficult by until such.,mobile,32,3068.8621875,0
79,605,2025-12-09 05:02:26.224208,2202.36,USD,Poland,withdrawal,Johnson Inc,Douglas Stokes,Involve want culture.,online,41,4731.862926829268,0
80,884,2026-03-18 11:25:26.224208,944.58,USD,Germany,payment,Cross PLC,Claire Moore,Decision might treat ready specific ground.,online,34,1748.24,0
81,954,2026-03-08 18:53:26.224208,1273.47,USD,USA,withdrawal,Velazquez Ltd,Edward Miller,Design play argue recognize particularly.,branch,29,2485.3924137931035,0
82,591,2026-02-08 02:22:26.224208,93.78,USD,Czech Republic,withdrawal,"Abbott, Bray and Thompson",Susan Norman,High statement pull.,mobile,31,2357.456129032258,0
83,708,2025-11-02 00:31:26.224208,1592.08,USD,Russia,transfer,"Sanchez, Jennings and Gibson",Anita Anderson,Society own politics kind.,online,36,2284.378333333333,0
84,399,2026-02-11 22:26:26.224208,528.54,USD,Turkey,transfer,Smith-Mcintyre,Nicole Shepard,Us mouth happen run brother prepare. ÐºÑÐ¸Ð¿ÑÐ°,branch,20,2082.5735,0
85,826,2026-03-18 20:19:26.224208,454.3,USD,Lithuania,withdrawal,Spencer-Villa,Kyle Butler,Show entire policy.,mobile,30,5951.336333333334,0
86,246,2025-12-06 03:29:26.224208,476.13,USD,Belarus,withdrawal,Jones PLC,Carol Collins,Life financial major.,mobile,29,2217.7403448275863,0
87,606,2025-10-16 10:46:26.224208,2821.04,USD,UAE,transfer,Wright-White,Donald Johnson,Stage hundred worker then goal. exchange,online,34,2407.1644117647056,0
88,655,2025-09-29 13:04:26.224208,1025.6,USD,Belarus,payment,Kelly PLC,Jennifer Mckinney,Without speech side. Ð¿ÐµÑÐµÐ²Ð¾Ð´,branch,28,5105.430714285714,0
89,394,2025-10-12 20:53:26.224208,329.43,USD,USA,payment,Jones Group,Nicole Chapman,Everyone structure modern picture modern spring.,online,24,2152.994166666667,0
90,966,2025-12-29 17:05:26.224208,5459.32,USD,Ukraine,withdrawal,"Castillo, Roberts and Carson",William Christian,Few window throughout fish.,online,29,1798.0996551724138,0
91,190,2025-12-28 05:47:26.224208,385.06,USD,USA,payment,Lopez Ltd,Kelly Bell,Stand thought above discuss rise allow.,online,41,2113.10756097561,0
92,345,2026-03-10 18:33:26.224208,2713.03,USD,Lithuania,transfer,"Rodriguez, Jimenez and Johnston",Carmen Anderson,Population space couple part.,branch,35,2736.863428571429,0
93,173,2026-02-17 04:35:26.224208,5279.32,USD,Belarus,transfer,Ross Ltd,Barbara Ingram,Plan drop former TV radio cold.,mobile,24,2831.3875000000003,0
94,327,2025-11-02 02:00:26.224208,178.67,USD,Kazakhstan,transfer,"Matthews, Stanley and Burgess",Michael Gibbs,Certainly write by she.,branch,32,1874.2471875,0
95,592,2026-01-24 10:03:26.224208,154.86,USD,Czech Republic,transfer,Mendoza-Macias,Justin Hayes,Look upon store those return after.,mobile,35,2347.4922857142856,0
96,553,2026-02-19 14:31:26.224208,1335.31,USD,Kazakhstan,payment,Peterson Inc,Hannah Allen,Develop enjoy future him create at.,mobile,31,2317.7432258064514,0
97,137,2025-11-21 07:31:26.224208,391.48,USD,Kazakhstan,transfer,"Holmes, Marks and Richardson",Robert Taylor,Attack since because power.,branch,42,1911.7561904761903,0
98,435,2025-12-16 01:55:26.224208,592.16,USD,Turkey,withdrawal,Stark Ltd,Thomas Thomas,Glass must conference city.,branch,29,2634.131034482759,0
99,355,2025-12-29 13:17:26.224208,1909.32,USD,Poland,withdrawal,Long-Merritt,Cathy Sellers,Use scene article.,mobile,26,2268.2523076923076,0
100,536,2025-12-31 10:35:26.224208,249.64,USD,UAE,payment,Chen-Berg,Kristina Webb,Theory long standard their improve happy.,online,28,2135.3082142857143,0
101,86,2025-10-20 08:28:26.224208,1806.92,USD,Turkey,payment,Sosa LLC,Denise Owen,Current mean skill executive decade nice.,mobile,31,2324.9625806451613,0
102,266,2026-02-25 10:30:26.224208,2816.87,USD,Ukraine,payment,Baker-Rogers,Cody Frost,Building stage people begin early.,online,35,2400.2882857142854,0
103,250,2025-12-16 20:06:26.224208,2314.37,USD,UK,transfer,"Butler, Adams and Douglas",Briana Hunter,Country wait specific role.,mobile,23,5196.817391304348,0
104,169,2026-01-05 06:58:26.224208,4458.93,USD,Germany,transfer,Wallace-Schmidt,Jared Gardner,Help others TV action entire son.,mobile,29,2689.1437931034484,0
105,387,2026-02-09 03:45:26.224208,1739.75,USD,Germany,withdrawal,Wyatt Inc,Harold Dominguez,Republican north over.,branch,36,3088.179444444444,0
106,247,2026-01-23 23:52:26.224208,55.09,USD,Czech Republic,payment,"Lopez, Smith and Carter",Tammy Franco,Firm test choice Mr summer.,online,38,8387.842368421052,0
107,217,2026-02-05 07:24:26.224208,250.21,USD,Kazakhstan,transfer,"Johnson, Melendez and Lopez",Jessica Trujillo,Late call buy.,online,38,2104.1555263157898,0
108,10,2025-12-03 19:17:26.224208,5538.61,USD,Ukraine,transfer,Simpson and Sons,Thomas Ramos,Manage ready ability say give force.,branch,38,3025.0484210526315,0
109,181,2025-11-10 01:20:26.224208,4120.02,USD,Poland,withdrawal,Davis-Valencia,Maureen Aguirre,Address animal happy simple.,mobile,25,1527.2448000000002,0
110,489,2025-12-22 12:12:26.224208,611.52,USD,USA,transfer,"Jackson, Lee and Chapman",Howard Whitaker,Spring us popular.,online,32,2961.1696875,0
111,904,2025-10-05 17:02:26.224208,146.14,USD,Russia,withdrawal,"Lopez, Phillips and Burns",Robert Murray,Direction tax style.,online,32,3444.6009375,0
112,103,2025-11-14 21:52:26.224208,6347.35,USD,USA,withdrawal,"Porter, Fox and Lewis",Steven Perez,Work arm eye sit without collection.,branch,35,3396.380571428572,0
113,831,2025-12-22 18:23:26.224208,2331.11,USD,UAE,withdrawal,Smith-Higgins,Cheryl Gonzales,Claim view thank charge dream place.,online,25,5731.13,0
114,792,2025-10-10 15:44:26.224208,3201.15,USD,UK,transfer,"Bennett, Diaz and Carter",Wesley Bell,Open cost there yet.,online,37,4905.478648648648,0
115,67,2026-02-11 15:57:26.224208,714.7,USD,UK,transfer,Guzman Inc,Aaron Chavez,Traditional might believe drop.,online,29,2072.9500000000003,0
116,119,2025-11-09 06:34:26.224208,1938.22,USD,Belarus,withdrawal,"Williams, Daniel and Flores",Meredith Mcgee,Management carry save though act recently.,branch,30,2654.491,0
117,33,2026-02-07 21:19:26.224208,4035.4,USD,Turkey,withdrawal,"Cross, Alexander and Frey",Joseph Mathews,Goal day career finally maintain start.,online,36,1804.3838888888888,0
118,618,2025-11-16 15:43:26.224208,2573.85,USD,Turkey,transfer,Walker-Mccoy,Mark Wood,Product crime customer seven. ÐºÑÐ¸Ð¿ÑÐ°,branch,42,4987.91,0
119,152,2025-11-30 11:15:26.224208,52.82,USD,Turkey,payment,Luna Ltd,Ronald Booth,Manage beyond especially.,mobile,35,2298.056857142857,0
120,898,2025-11-08 13:42:26.224208,32.55,USD,Lithuania,transfer,Wilson Inc,Jasmine Miller,Wife stock lay instead.,mobile,36,2006.8544444444442,0
121,911,2026-01-17 14:32:26.224208,2117.36,USD,Kazakhstan,withdrawal,Blackwell-Rose,Rhonda Padilla,Just and bill.,branch,52,2519.5267307692307,0
122,217,2025-10-27 14:12:26.224208,402.9,USD,Belarus,payment,Parks PLC,Jason Sanchez,System civil dark wind.,mobile,38,2104.1555263157898,0
123,383,2025-12-01 12:47:26.224208,2639.01,USD,Lithuania,withdrawal,Reed-Cohen,Susan Tucker,Population those two small find long.,online,26,2500.5950000000003,0
124,760,2026-01-29 15:43:26.224208,2363.17,USD,Kazakhstan,payment,Hood Ltd,Sandra Stephens,Economic responsibility mind star culture national.,mobile,24,2834.6283333333336,0
125,406,2026-01-13 19:20:26.224208,216.1,USD,UAE,withdrawal,Wright PLC,Jorge Zimmerman,West water site according.,mobile,33,3471.1651515151516,0
126,717,2026-01-27 20:41:26.224208,4101.21,USD,USA,transfer,"Mcmillan, Guerra and Chandler",Raymond Ferguson,Black some sea approach air generation government.,online,30,2105.8686666666667,0
127,375,2025-12-28 14:47:26.224208,716.94,USD,Ukraine,transfer,"Young, Lara and Henson",Michael Bass,North modern child.,online,32,2228.360625,0
128,171,2025-11-24 08:22:26.224208,195.18,USD,Germany,transfer,Allen-Gutierrez,Dorothy Cook,Thousand laugh western cause agreement.,branch,31,1486.9803225806452,0
129,118,2026-01-26 11:05:26.224208,1420.69,USD,Ukraine,transfer,Bentley-Donovan,Patricia Smith,Mother difference practice southern.,online,26,2441.606153846154,0
130,226,2025-10-13 03:28:26.224208,329.41,USD,USA,withdrawal,Wallace-Tran,Philip Fernandez,Trade heart daughter agent nice.,online,34,3954.227647058823,0
131,996,2025-12-27 01:36:26.224208,368.85,USD,Poland,payment,York Inc,Katherine Mosley,Method term case give but view.,mobile,24,2157.7454166666666,0
132,62,2025-12-31 22:25:26.224208,5947.95,USD,Russia,withdrawal,"Graham, Park and Calhoun",Patricia Walker,Shake race head particularly speech.,branch,30,2088.712666666667,0
133,938,2025-10-02 12:04:26.224208,216.31,USD,Czech Republic,withdrawal,Baker and Sons,Jason Castro,Go white almost plan.,online,27,4564.4511111111115,0
134,213,2025-12-28 14:23:26.224208,20.18,USD,Czech Republic,payment,Rowland-Hernandez,Anthony Sutton,Evidence get claim.,online,28,4087.495,0
135,64,2026-01-27 05:53:26.224208,461.83,USD,Germany,withdrawal,"Sims, Robinson and Wilkerson",Richard Walsh,Skin concern sure.,online,30,3629.581,0
136,480,2025-12-01 09:03:26.224208,8457.82,USD,Poland,transfer,"Roberts, Johnson and Phillips",Denise Walker,Idea stop think.,online,28,6196.748928571428,0
137,849,2025-12-03 10:17:26.224208,1120.2,USD,Lithuania,transfer,"Russell, Moyer and Roberts",Michael Mills,Final bag past.,mobile,33,2717.342121212121,0
138,553,2025-11-08 02:41:26.224208,920.01,USD,Kazakhstan,payment,"Jones, Butler and Hernandez",David Gregory,Few go live.,mobile,31,2317.7432258064514,0
139,29,2025-12-02 22:51:26.224208,2675.3,USD,Russia,withdrawal,Davies-Cooke,Sandra Lindsey,Think hear mention.,online,39,3778.158974358975,0
140,185,2026-02-28 18:00:26.224208,2060.18,USD,Turkey,withdrawal,"Moore, Williams and Armstrong",Edward Whitaker,Region police recently until.,online,26,6380.233076923077,0
141,642,2025-11-17 09:42:26.224208,1318.66,USD,Turkey,payment,Benson PLC,Jaclyn Walker,Nature local will develop air.,online,31,2179.7790322580645,0
142,484,2026-03-10 22:45:26.224208,86.64,USD,UK,transfer,Thompson-Cox,Loretta Davis DDS,Beautiful radio two statement.,branch,34,1655.004411764706,0
143,673,2025-12-26 17:23:26.224208,2299.53,USD,Czech Republic,payment,Mathis and Sons,Amy Garcia,Arm clearly resource.,branch,22,4268.572727272727,0
144,542,2025-10-22 10:08:26.224208,6150.02,USD,Germany,payment,"Russo, Ramsey and Hernandez",Felicia Allen,Represent loss billion shoulder.,mobile,29,2445.116896551724,0
145,822,2025-12-23 08:30:26.224208,141.2,USD,Czech Republic,payment,"Giles, Lopez and Baker",Kelly Boone,Statement hot section us strong.,mobile,35,7934.268571428571,0
146,701,2025-10-15 01:19:26.224208,230.01,USD,UAE,transfer,Molina-Huang,Debbie Gonzales,Why threat area well fine.,online,36,4087.242222222222,0
147,274,2025-11-11 00:52:26.224208,722.2,USD,Kazakhstan,payment,Webb-Horton,Steven Ramirez,Although pressure reduce whether.,mobile,27,1237.4025925925928,0
148,384,2025-11-03 19:36:26.224208,564.12,USD,USA,transfer,Riley-Francis,Nathan Palmer,People organization lay school six.,mobile,29,2215.1327586206894,0
149,864,2026-01-30 04:29:26.224208,1415.94,USD,Ukraine,withdrawal,Pittman-Ortiz,Amanda Rodriguez,Impact could better sing suggest our.,online,28,2328.7225000000003,0
150,338,2026-03-06 03:18:26.224208,2315.17,USD,Lithuania,withdrawal,Douglas Ltd,Ryan Bauer,Say medical put history claim certainly.,branch,25,3118.0820000000003,0
151,467,2026-02-25 16:11:26.224208,4346.48,USD,Turkey,payment,Woodward LLC,Justin Benson,Voice position want should meeting fast.,branch,26,2927.611923076923,0
152,424,2025-12-11 05:33:26.224208,2713.04,USD,Belarus,transfer,Taylor and Sons,Sarah Johnson,Full conference short.,online,29,1921.2034482758622,0
153,618,2025-11-14 13:20:26.224208,253.29,USD,Belarus,transfer,Burke LLC,Sophia Abbott,That next force.,online,42,4987.91,0
154,217,2025-10-27 20:08:26.224208,5235.63,USD,USA,transfer,Young LLC,Sergio Newton,Get positive know according start hard.,branch,38,2104.1555263157898,0
155,766,2025-11-17 20:21:26.224208,572.41,USD,USA,payment,Tran Ltd,Christopher Smith,Try huge father adult scene.,branch,30,1893.2720000000002,0
156,750,2026-02-26 19:22:26.224208,535.02,USD,Turkey,withdrawal,Keller-Michael,Stacey Russell,Girl rock another operation.,mobile,35,1729.0617142857143,0
157,172,2025-10-19 10:11:26.224208,2460.11,USD,Czech Republic,withdrawal,"Williams, Martinez and Zimmerman",Michelle Brown,Energy head city reach recognize sea.,online,26,2979.4526923076924,0
158,22,2026-03-18 11:17:26.224208,366.88,USD,UK,transfer,Smith-Tate,James Brown,Remain paper account magazine.,mobile,44,2178.4654545454546,0
159,180,2025-10-18 05:48:26.224208,1522.0,USD,USA,transfer,Mullins-Jackson,Jessica Brown,Crime add shake maybe only. Ð¾Ð±Ð½Ð°Ð»,branch,21,1786.215238095238,0
160,40,2025-12-03 05:16:26.224208,662.26,USD,UK,withdrawal,Hamilton-Peterson,Donna Mccall,West exactly PM face.,mobile,37,2165.425945945946,0
161,642,2026-02-17 01:18:26.224208,1766.48,USD,Belarus,payment,Rose PLC,Robert Cunningham,Job industry family simply day plan.,online,31,2179.7790322580645,0
162,895,2026-03-04 08:33:26.224208,3339.95,USD,Lithuania,transfer,Mcguire-Rogers,Ashley Johnston,Them student week often.,mobile,27,3801.406296296296,0
163,904,2026-01-22 21:04:26.224208,1680.76,USD,Kazakhstan,withdrawal,Martin and Sons,Alexander Bernard,Become lot indeed maybe property money.,branch,32,3444.6009375,0
164,849,2025-11-22 09:25:26.224208,2373.01,USD,Belarus,payment,Smith PLC,Marcus Webb,Quite understand sure general admit participant. cash out,mobile,33,2717.342121212121,0
165,977,2025-10-02 14:05:26.224208,79.25,USD,UAE,payment,Stewart Ltd,David Brock,Responsibility listen no.,mobile,38,7607.916578947367,0
166,952,2025-10-22 01:16:26.224208,1145.63,USD,Russia,payment,Scott and Sons,Keith Davis,Pay child that thought method college.,online,30,2176.157,0
